id,name,Primary Term,Icon,Description,Sprache,Appointment Needed,Children Welcome,Volunteer,Accessible by public transport,Telephone,Email,Free entry,Entry cost,Web Address,Wheelchair Accessible,Street location,Stadt,Bundesland,Postal Code,latitude,longitude
52595,Institut Français,Cultural Site,Kulturstätte,"Kontaktdaten:
Institut Français
Kaulbachstraße 13
80539 München
http://www.institutfrancais.de/muenchen/
info.muenchen@institutfrancais.de 
Tel. 089 28 66 28 0",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147212,11.582951
52605,Kulturjurte München,Cultural Site,Kulturstätte,"Kontaktdaten:
Kutlurjurte München
Benediktbeuererstr. 22
München - Thalkirchen
http://kulturjurte.de/
info@kulturjurte.de
Tel.: +49 151 21751534",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.097186,11.544850
52606,KulturRaum München e. V.,Cultural Site,"Kulturstätte, Sozialer Dienst","Der gemeinnützige Verein KulturRaum München e. V. arbeitet wie die „Tafeln“ – nur verteilen die ehrenamtlichen Mitarbeiter keine Lebensmittel, sondern vermitteln kostenfreie Tickets für Kulturveranstaltungen an Menschen mit geringem Einkommen. Dadurch wird ihnen die Teilhabe am kulturellen Leben in München ermöglicht. Im Rahmen von „KulturKinder München“ werden kostenfreie Tickets zu Kulturveranstaltungen für Kinder bis zu 12 Jahren an Familien und soziale Einrichtungen vermittelt.
KulturRaum München e. V.
Zenettistr. 2
80337 München
http://www.kulturraum-muenchen.de/
info@kulturraum-muenchen.de
Tel. 089 5526 7183",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.123050,11.559044
51447,IG - Initiativgruppe,Diverse Neighborhood,"Kulturelle Gemeinschaft, Gemeindezentrum","Kontaktdaten:
Initiativgruppe e.V.
Interkulturelle Begegnung und Bildung
Karlstr. 50, 80333 München
www.initiativgruppe.de
ig@initiativgruppe.de
Tel.: +49 (0)89 - 544 671 - 0
Fax: +49 (0)89 - 544 671 - 36
ig@initiativgruppe.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.145283,11.560900
51448,VIA Bayern – Verband für interkulturelle Arbeit e. V.,Diverse Neighborhood,Kulturelle Gemeinschaft,"Kontaktdaten:
VIA Bayern – Verband für interkulturelle Arbeit e. V.
Landwehrstr. 22
80336 München
www.via-bayern.de
info@via-bayern.de
Tel: +49 (0)89 – 4190 2728
Fax: +49(0)89 – 4190 2727",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136455,11.562121
47578,Tretbootfahren auf dem See - Paddleboat on the lake,Duck Pond,"Gewässer, Herbstliche Blätterpracht, Schiffsverkehr, Ententeich","Mit dem Tretboot über den See paddeln und dabei Enten und Schwäne beobachten.
Paddle on the lake an watch ducks and swans.",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Not accessible,,,,,48.159004,11.597081
51347,Gregor Louisoder Umweltstiftung,Eco Club/Organization,Öko Klub/Organisation,"Kontaktdaten:
Gregor Louisoder Umweltstiftung
Brienner Straße 46
80333 München
http://www.glus.org/
info@umweltstiftung.com
Tel. 089/54 21 21 42
Fax 089/52 38 93 35",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147273,11.560954
51348,JBN Jugendorganisation Bund Naturschutz,Eco Club/Organization,Öko Klub/Organisation,"Kontaktdaten:
JBN Jugendorganisation Bund Naturschutz
Landesstelle
Trivastr. 13
80637 München
http://www.jbn.de/
info@jbn.de
Tel. 0 89 / 15 98 96 30
Fax. 0 89 / 15 98 96 33",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.161040,11.541776
51349,Selbach-Umwelt-Stiftung,Eco Club/Organization,Öko Klub/Organisation,"Kontaktdaten:
Selbach-Umwelt-Stiftung
Waltherstr. 29
80337 München
http://www.selbach-umwelt-stiftung.org/
info@selbach-umwelt-stiftung.org
Tel: 0 89 / 51 55 59 39
Fax: 0 89 / 76 75 89 56",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.128586,11.559318
52612,rehab republic e.V.,Eco Club/Organization,Öko Klub/Organisation,"Kontaktdaten:
rehab republic e.V.
c/o Markus Mitterer
Nadistraße 20
80809 München
www.rehab-republic.org
info@rehab-republic.org",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.182620,11.549281
52614,Stiftungsgemeinschaft anstiftung & ertomis gemeinnützige GmbH,Eco Club/Organization,Öko Klub/Organisation,"Kontaktdaten:
Stiftungsgemeinschaft anstiftung & ertomis
gemeinnützige GmbH
Daiserstr. 15, Rgb.
81371 München
http://anstiftung-ertomis.de/
info@anstiftung-ertomis.de
Tel.: 089/ 74 74 60-0
Fax: 089/ 74 74 60-30",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.120325,11.544163
53126,ergon e.V.,Eco Club/Organization,Öko Klub/Organisation,"Kontaktdaten:
ergon e.V.
Waldsaumstraße 16
81377 München
www.unseregemeinsamesache.de
ergon@t-online.de
Tel: +49 (0)89 713759
Fax: +49 (0)89 713759",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.103348,11.485326
48648,Unternehmensberatung Roswitha Schalk,Eco Expert,Öko-Fachkraft,"Unternehmensberatung & nachhaltige Organisationsentwicklung: Die Übernahme gesellschaftlicher Verantwortung von Organisationen gewinnt zunehmend an Bedeutung. Roswitha Schalk begleitet Unternehmen und NGO auf Basis des international gültigen Leitfadens DIN ISO 26000.
Kontaktdaten:
Roswitha Schalk
Zittauer Straße 32 a
80997 München
http://www.roswitha-schalk.com/
info@roswitha-schalk.com
Tel.: 089/12762435
Telefon 089/12762435",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.180907,11.490716
48650,Sparda-Bank München eG,Eco Expert,Öko-Fachkraft,"Sparda-Bank München eG
Arnulfstraße 15
80335 München
Zentrale Postadresse:
Sparda-Bank München eG
Postfach 20 18 51
80018 München",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147263,11.530166
47970,Green City e.V.,Eco Information,"Öko-Information, Öko Klub/Organisation, Umweltbildung, Signifikante Organisation/Dienststelle","Green City e.V.
Goethestraße 34
80336 München
www.greencity.de
info@greencity.de
(089) 890 668 -322
Green City e.V. ist seit 1990 als Umweltorganisation für ein grüneres München aktiv. 20 MitarbeiterInnen setzen sich zusammen mit rund 1.000 Ehrenamtlichen und Mitgliedern für stadtverträgliche Mobilität, verantwortungsvollen Umgang mit Energie, nachhaltige Stadtgestaltung, und Umweltbildung für alle Altersgruppen ein. 150 Projekte und Veranstaltungen pro Jahr bieten Umweltschutz zum Anfassen und Mitmachen. Weitere Informationen unter www.greencity.de.",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135785,11.558413
48160,Münchner Forum e.V.,Eco Information,"Öko-Information, Öffentlicher Kundgebungsort","Münchner Forum e.V. text dazu Im Münchner Forum e.V., Diskussionsplattform für Entwicklungsfragen rund um München, setzen sich in insgesamt 13 Arbeitskreisen Bürgerinnen und Bürger mit aktuellen Themen und Herausforderungen der Stadtentwicklung in München und Region auseinander. Vom Umgang mit dem Boden, Nachhaltigkeit im Städtebau, Wohnen in der Stadt, öffentlichen Grünflächen bis zur Mobilität. Eine nachhaltige Stadtentwicklung aus ökologischer, sozialer und soziokultureller Sicht ist uns in diesem Kontext stets ein Anliegen.
Kontaktdaten:
Diskussionsforum für Entwicklungsfragen
Schellingstr. 65
80799 München
www.muenchner-forum.de
info@muenchner-forum.de
Tel.: 089 - 28 20 76 / 77
Fax: 089 - 280 55 32",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.151844,11.571314
48804,Landesbund für Vogelschutz in Bayern,Eco Information,"Öko-Information, Beobachtung von Vögeln & Wildtieren","Der LBV ist mit über 75.000 Mitgliedern und Förderern Bayerns größter Arten- und Biotopschutzverband. Die LBV-Kreisgruppe München hat ihren Sitz in der Klenzestraße 37 und koordiniert von hier aus ihre zahlreichen Projekte zum Schutz der Artenvielfalt in Stadt und Landkreis München. Im angeschlossenen Ladengeschäft können sich Bürger z.B. über richtige Vogelfütterung informieren, sich beim Nistkastenkauf beraten lassen und im großen Naturbücher- und Geschenkartikelsortiment stöbern.
Kontaktdaten:
Landesbund für Vogelschutz e.V. (LBV)
Kreisgruppe München
Klenzestr. 37
80469 München
http://www.lbv-muenchen.de/
info@lbv-muenchen.de 
Tel: +49 (0)89/2002706",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.130695,11.574183
50675,Bund Naturschutz Kreisgruppe München,Eco Information,"Öko-Information, Umweltbildung","Kontaktdaten:
Bund Naturschutz in Bayern e.V. (BN)
Kreisgruppe München
Pettenkoferstr. 10a / II
80336 München
http://www.bn-muenchen.de/
info@bn-muenchen.de
Tel.: 089 / 51 56 76 0
Fax: 089 / 51 56 76 77",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.134275,11.561345
50676,E.F. Schumacher - Gesellschaft für Politische Ökologie e.V.,Eco Information,Öko-Information,"Kontaktdaten:
Ernst Friedrich Schumacher Gesellschaft e.V.
Schulgasse 2
85614 Kirchseeon
http://e-f-schumacher-gesellschaft.de/
lex.janssen@web.de
Tel. 08091-567662 (10-13 Uhr)
Mobil: 0178-7967670
Fax: 08091-567663",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.073717,11.887188
50677,Geld mit Sinn! e.V.,Eco Information,Öko-Information,"Kontaktdaten:
Geld mit Sinn! e. V.
c/o Deisenhofener Straße 36
81539 München
http://www.geldmitsinn.de/
Tel: 089 321 69 7474
Mobil:   + 49 171 805 4504",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.113459,11.584493
50678,lifeguide e.V.,Eco Information,Öko-Information,"Kontaktdaten:
lifeguide e.V.
c/o Andrea Reiche
Erich-Kästner-Str. 20
80796 München
http://www.lifeguide-muenchen.de/
info@lifeguide-muenchen.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.163674,11.569569
50679,sneep e.V.,Eco Information,Öko-Information,"sneep e.V.
c/o David J. Offenwanger
Lindwurmstr. 135
80337 München
http://www.sneep.info/
info@sneep.info",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.126830,11.553489
50826,VerbraucherService Bayern im KDFB e.V,Eco Information,Öko-Information,"Kontaktdaten:
Verbraucher Service Bayern im KDFB e.V.
Dachauer Straße 5
80335 München
www.verbraucherservice-bayern.de
info@verbraucherservice-bayern.de
Tel: +49 (0)89/51518743
Fax: +49 (0)89/51518745",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.142322,11.560010
51623,münchner zukunftssalon,Eco Information,Öko-Information,"Kontaktdaten
oekom e.V. Zukunftssalon
Waltherstr. 29, Rgb., 2. Stock
80337 München 
http://www.oekom-verein.de/index.php?id=494
Tel: 089-54418411
Fax 089-76758956",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.128579,11.559339
51876,Münchner Stadtgespräche,Eco Information,"Öko-Information, Unabhängige Öko-Medien","Kontaktdaten:
Münchner Stadtgespräche
Umweltinstitut München e.V.
Landwehrstr. 64 a
80336 München 
http://www.umweltinstitut.org/stadtgespraeche/msg/index.html
info@umweltinstitut.org 
Tel.: (089) 30 77 49-0
Fax: (089) 30 77 49-20",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.136720,11.554546
51877,Umweltnetz München-Ost,Eco Information,Öko-Information,"Kontaktdaten:
Umweltnetz München-Ost
c/o Ökologisches Bildungszentrum München
Englschalkinger Straße 166
81927 München
http://www.umweltnetz-muenchen-ost.de/
ulrich.angelika@t-online.de
Tel.: 089 / 98 79 24",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.152480,11.634800
52602,greeneventfinder,Eco Information,Öko-Information,"Kontaktdaten:
greeneventfinder
Britta-Marei Lanzenberger
Streitfeldstraße 33
81673 München
http://www.greeneventfinder.de/
mail@greeneventfinder.de
Tel.: +49 89 444 52 976
Fax.: +49 89 444 52 978",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.131404,11.621861
52603,Grün&Gloria,Eco Information,Öko-Information,"Kontaktdaten:
Grün&Gloria
Redaktion:
text:bau Verlag
Schwanthalerstraße 155
80339 München
http://www.gruenundgloria.de/
info@textbau.com
Tel.: +49 (0)89 21 66 50 55
Fax.: +49 (0)89 21 66 50 56",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.137644,11.540887
50661,Kartoffelkombinat eG,Eco-Agriculture/Permaculture,Öko-Landwirtschaft/Permakultur,"Ziel des Kartoffelkombinats ist es, gemeinsam eine Bio-Gemüsegärtnerei zu übernehmen und sich so mit eigenen, regionalen Lebensmitteln zu versorgen. Durch diese Erntegemeinschaft machen sich Münchner Haushalte unabhängig von Industriestrukturen und bestimmen selbst, was und wie angebaut wird. Hierzu gründen wurde 2012 eine Solidarische Landwirtschaft / „Community Supported Agriculture“, kurz CSA gegründet. Think global, act local.
Kartoffelkombinat eG
Durasweg 3
81247 München
www.kartoffelkombinat.de
info@kartoffelkombinat.de
Tel.: +49 179 29 55 755
Tel.: +49 178 760 44 22
Fax: +49 89 716 773 490",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.169461,11.458231
51495,Beratungsbüro für ErnährungsÖkologie,Eco-Agriculture/Permaculture,Öko-Landwirtschaft/Permakultur,"Kontaktdaten:
Beratungsbüro für ErnährungsÖkologie
Dr. Karl von Koerber
Mutter-Teresa-Str. 20
D - 81829 München
www.nachhaltigeernaehrung.de
koerber@nachhaltigeernaehrung.de
Tel.: (089) 65 10 21 31
Fax: (089) 65 10 21 32",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.129612,11.700509
51496,Herrmannsdorfer Landwerkstätten,Eco-Agriculture/Permaculture,"Öko-Landwirtschaft/Permakultur, Organische/regionale Kost","Kontaktdaten:
Herrmannsdorfer Landwerkstätten
Glonn GmbH & Co. KG
Herrmannsdorf 7
85625 Glonn
Deutschland
http://www.herrmannsdorfer.de/
glonn@herrmannsdorfer.de
Tel.: 0049 (0)8093/90 94 – 0
Fax.: 0049 (0)8093/90 94 – 10",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,47.993275,11.898236
52609,o’pflanzt is! e.V.,Eco-Agriculture/Permaculture,"Öko-Landwirtschaft/Permakultur, Gemeindegarten","Kontaktdaten:
o’pflanzt is! e.V.
Am Schützeneck 1
81241 München
http://o-pflanzt-is.de/
mitmachen@o-pflanzt-is.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.147765,11.462801
52836,Bioland Bayern e.V.,Eco-Agriculture/Permaculture,Öko-Landwirtschaft/Permakultur,"Kontaktdaten:
Bioland Bayern e.V.
Auf dem Kreuz 58
86152 Augsburg 
http://www.bioland.de/
info(at)bioland-bayern.de
Tel. 0821 346800
Fax 0821 34680120",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.372783,10.890573
47564,Grüne Jugend München,Eco-Justice Organization,"Öko-Information, Öko-Rechtsorganisation, Öko Klub/Organisation, Umweltbildung, Ehrenamtliche Arbeit, Öko-Fachkraft","Kontaktdaten:
GRÜNE JUGEND München
Sendlinger Straße 47
80331 München
http://www.gjm.de/
http://www.gruene-jugend.de/
info@gjm.de
Tel.: +49 89 211 59 728",,Appointment not needed,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.133608,11.568242
51486,FÖS Forum Ökologisch-Soziale Marktwirtschaft,Eco-Justice Organization,Öko-Rechtsorganisation,"Kontaktdaten:
Forum Ökologisch-Soziale Marktwirtschaft e.V. (FÖS)*
c/o ZMM Zeitmanager München GmbH
Brienner Straße 21
D-80333 München
http://www.foes.de/
foes@foes.de
Tel.: 089-542 644-0
Fax: 089-542 644-99",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.143867,11.571652
51630,Ashoka Deutschland gGmbH,Eco-Justice Organization,Öko-Rechtsorganisation,"Chancenplattform für gesellschaftliche Innovatoren
Wer wir sind
Ashoka ist die erste und weltweit führende Organisation zur Förderung von Social Entrepreneurs (SozialunternehmerInnen) – Frauen und Männer, die mit innovativen, replizierbaren Konzepten drängende gesellschaftliche Probleme lösen. Die non-profit-Organisation wurde im Jahr 1980 von Bill Drayton in den USA gegründet und ist heute in über 80 Ländern aktiv. In Deutschland gibt es Ashoka als gemeinnützige GmbH seit 2003.
Ashoka ist weltanschaulich und politisch unabhängig und nimmt keine staatlichen Gelder an. Die Finanzierung der Organisation basiert ausschließlich auf der finanziellen Unterstützung einer Gruppe engagierter Unternehmer sowie einigen Stiftungen und Unternehmen.
Die Vision von Ashoka ist eine Gesellschaft, in der jeder Einzelne ermutigt und unterstützt wird, zur Lösung gesellschaftlicher Probleme beizutragen und positiven Wandel zu gestalten – ein Changemaker zu sein.
Was wir tun
Weltweit identifiziert Ashoka gesellschaftliche Innovationen und unterstützt die aktuell dahinter stehenden 3.000 Social Entrepreneurs als Ashoka Fellows bei der Verbreitung ihrer Ideen – mit bedarfsgerechten Lebenshaltungsstipendien, umfassender pro-bono Beratung sowie Vernetzung in einem globalen Netzwerk. Die Aufnahme in das internationale Netzwerk ist auf Lebenszeit angelegt. Der erste Fellow wurde 1981 in Indien ausgewählt. Jährlich wächst das Netzwerk im Schnitt um eine Person je zehn Millionen Einwohnern der Länder, in denen Ashoka aktiv ist.
Über die Förderung einzelner sozialer Innovation hinaus gestaltet Ashoka die Rahmenbedingungen dafür, dass soziale Innovationen in verschiedenen gesellschaftlichen Bereichen zukünftig noch schneller wachsen können – um spürbare positive Veränderungen für möglichst viele Menschen zu erreichen.
Die Kriterien zur Auswahl von Ashoka Fellows sind international einheitlich: (1) Eine neue Idee zur Lösung eines gesellschaftlichen Problems, (2) die mindestens in einem Pilotvorhaben ihre Wirksamkeit bewiesen hat und das Potenzial hat, bestehende gesellschaftliche Systeme zu verändern. Entwickelt von einer (3) unternehmerisch denkenden und handelnden, (4) kreativen und (5) integren Persönlichkeit, welche die neue Idee voran treibt und wachsen lassen möchte. Das Auswahlverfahren ist fünfstufig. Anfang 2014 sind im deutschen Ashoka Netzwerk 51 Fellows integriert.
Ashoka Deutschland gGmbH
Prinzregentenplatz 10
81675 München
http://germany.ashoka.org/
info_de@ashoka.org
Tel.: +49 89-2175 49 751
Fax: 03212-1402 672",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.139301,11.604883
51631,BürgerStiftung München,Eco-Justice Organization,Öko-Rechtsorganisation,"Kontaktdaten:
BürgerStiftung München
Klenzestr. 37
80469 München
http://www.buergerstiftung-muenchen.de/
buero@buergerstiftung-muenchen.de
Tel.   089 20 23 81 11
Fax.  089 20 23 81 13",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.130816,11.574802
51632,Greenpeace München,Eco-Justice Organization,Öko-Rechtsorganisation,"Kontaktdaten:
Greenpeace München
Frohschammer Str. 14
80807 München 
http://www.greenpeace-muenchen.de/
Telefon: (089) 359-2425
Fax: (089) 359-6622",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.179115,11.568840
51633,Greenpeace München,Eco-Justice Organization,Öko-Rechtsorganisation,"Kontaktdaten:
Greenpeace München
Frohschammer Str. 14
80807 München 
http://www.greenpeace-muenchen.de/
Telefon: (089) 359-2425
Fax: (089) 359-6622",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.179115,11.568840
51634,Die Umwelt-Akademie e.V.,Eco-Justice Organization,Öko-Rechtsorganisation,"Kontaktdaten:
Die Umwelt-Akademie e.V.
Gollier Str. 39
80339 München
www.die-umwelt-akademie.de
info@die-umwelt-akademie.de
Fon +49(0)89-360 386 85
Fax +49(0)89-307 616 63",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.135582,11.540333
48169,Kräutergarten Bioladen,Eco-Products,Öko-Produkte,"Kräutergarten
Pestalozzistraße 3, 80469 München ‎
089 23249802 ‎ · kraeutergarten-muenchen.de",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.131314,11.567792
52830,Die Vitaminbude,Eco-Products,Öko-Produkte,"Kontaktdaten:
Die Vitaminbude
Sendlinger-Tor-Platz 10, 2. Stok
80336 München
http://www.vitaminbude.de/
info@vitaminbude.de 
Tel.: +49 89 5454 4804
Fax: +49 89 5454 4808",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.133430,11.567187
47969,DAV-Deutscher Alpenverein,Ecotourism Resource,"Öko-Information, Öko Klub/Organisation, Umweltbildung, Öko-Tourismus","Die Alpen haben u.a. als Lebensraum für Pflanzen und Tiere aber auch als Wasserspeicher eine globale Bedeutung. Ihre biologische Vielfalt ist einzigartig, aber auch bedroht: Der Klimawandel, fortschreitende Erschließungen und zunehmender Verkehr gefährden ihr sensibles Ökosystem. Ein Schwerpunkt unseres Engagements ist es daher, ihre Einzigartigkeit zu bewahren und Bergsport und Naturschutz in Einklang zu bringen. Als bundesweit anerkannter Naturschutzverband kümmert sich der DAV um naturverträglichen Bergsport in den Alpen und den deutschen Mittelgebirgen.
Kontaktdaten
Deutscher Alpenverein e. V.
Bundesgeschäftsstelle
Von-Kahr-Str. 2-4
80997 München
http://www.davplus.de/",,Appointment not needed,Not child friendly,No Volunteer Opportunities,Not accessible by public transport,,,Freier Eintritt,,,Not accessible,,,,,48.179315,11.486471
47565,Bildung für nachhaltige Entwicklung e.V.,Environmental Education,"Öko-Information, Öko-Rechtsorganisation, Wochenmarkt, Öko Klub/Organisation, Umweltbildung, Öko-Fachkraft","Mit Bildung für nachhaltige Entwicklung wollen wir neues Denken und Handeln in Politik, Wirtschaft und Gesellschaft anstoßen. Damit auch die uns nachfolgenden Generationen eine zukunftsfähige Welt vorfinden, die ihnen Gestaltungsspielräume offen lässt.
Bildung für nachhaltige Entwicklung bedeutet: Kinder, Jugendliche und Erwachsene lernen, ihre Entscheidungen auch daran auszurichten, welche Folgen diese für die Welt von morgen haben.
Mit BenE München haben wir im Rahmen der UN-Dekade „Bildung für nachhaltige Entwicklung“ lokale Kooperationen geknüpft, die Initiativen aus den verschiedensten gesellschaftlichen Bereichen bündeln. Denn nur wenn Akteure aus Politik, Wirtschaft und Zivilgesellschaft sich austauschen und Menschen mit unterschiedlichen Sichtweisen zusammenarbeiten, entstehen neue Ideen für tragfähige Lösungen unserer dringlichsten Zukunftsfragen.",,Termin nötig,Kinder erwünscht,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.136951,11.579613
47667,Ökologisches Bildungszentrum - ÖBZ,Environmental Education,"Umweltbildung, Öko-Fachkraft","Kontaktdaten:
Ökologisches Bildungszentrum München - ÖBZ
Englschalkinger Straße 166
81927 München
http://www.oebz.de/
mail@oebz.de
Tel. 089/ 93 94 89-60
Fax 089/ 93 94 89-81",,Termin nötig,Not child friendly,No Volunteer Opportunities,Anschluss zu öffentlichen Verkehrsmitteln,,,Freier Eintritt,,,Behindertengerecht,,,,,48.152688,11.634972
